"Key","Texto","NomeGDT","Quem","Onde","Quando","TipoDeliberacao","DeliberacaoFinal","EmailResponsaveis","NomeAutores","NomeEvento","TituloEvento","Ano","Mes"
202,"Que a Diretoria da CENAPET, após a aprovação pela Assembleia Geral do XXV ENAPET, solicite ao MEC instituir a figura da/do co-tutora/tutor, com a finalidade de auxiliar a/o tutora/tutor principal, bem como assumir suas funções, inclusive no SIGPET, em caso de seu afastamento temporário. Essa função deve ser oficializada em portaria e junto à IES.",GDT 11 - PROCESSOS DE SELEÇÃO E DESLIGAMENTO,Diretoria da CENAPET,Portaria e junto à IES,Após XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
203,"Que a diretoria da CENAPET, após aprovação desse encaminhamento pela Assembleia do XXV ENAPET, solicite ao MEC, em próxima reunião, a inserção do seguinte parágrafo no Art. 20 da portaria 976 de 2010: “parágrafo único: A/o integrante que for desligada/o pelo inciso IV terá direito a recorrer ao CLAA, apresentando justificativa e parecer da/do tutora/tutor. O CLAA, se aprovar o recurso, poderá manter a/o requerente no grupo, na condição de bolsista.”",GDT 11 - PROCESSOS DE SELEÇÃO E DESLIGAMENTO,Diretoria da CENAPET,Portaria 976 de 2010,Após XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
204,"Que a Diretoria da CENAPET, na próxima reunião com o MEC, leve a pauta sobre inclusão de políticas de licença maternidade e licença saúde a serem previstas na portaria;",GDT 14 - O PET COMO INSTRUMENTO DE PERMANÊNCIA ESTUDANTIL,Diretoria da CENAPET,Por meio da reunião,Na próxima reunião com o MEC,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
205,"Que os grupos PET, antes de abrirem o processo seletivo para novas/os PETianas/os, realizem uma pesquisa com as/os respectivas/os alunas/os sobre a possibilidade de participar do processo seletivo de forma virtual planejando as formas dele acontecer.",Encontro de Discentes,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
206,Propor uma redução da carga horária ou até mesmo um recesso completo nas atividades do PET em uma parte do período do recesso de aulas da Universidade em que o PET faz parte.,Encontro de Discentes,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
207,"Que todos os grupos PET que tenham vagas ociosas de bolsistas em seu grupo, abram um processo seletivo remoto para entrada de novas/os PETianas/os, se adequando às características das/os alunas/os e Instituição (podendo ser por meio de entrevistas orais, redações temáticas e afins), junto ao CLAA, enquanto estivermos em período de isolamento social.",Encontro de Discentes,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
208,"Que cada Comitê Local de Acompanhamento e Avaliação contemple em seus regimentos diretrizes sobre os casos de licença maternidade, licença paternidade, licença de capacitação e licença saúde.",Encontro de Docentes,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
209,"Que as comissões organizadoras dos próximos eventos regionais e nacional do Programa de Educação Tutorial busquem realizar, conforme viabilidade disponível dos grupos, um evento no formato híbrido, com momentos virtuais (síncronos) e presenciais, a fim de ampliar e oportunizar a participação das/os PETianas/os.",GDT 1 - RESPONSABILIDADE PETIANA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
210,"Que todas/os as/os integrantes dos grupos PET façam uma apresentação às/aos novas/os PETianas/os que ingressam no Programa e que este momento seja acompanhado pela/o PETiana/o docente. Nessa apresentação podem ser abordados os seguintes assuntos: história do programa, sua estrutura, o que são os eventos, além de aconselhar as/os novas/os integrantes do grupo sobre a necessidade de conhecerem os documentos do programa, disponíveis no site da CENAPET.",GDT 1 - RESPONSABILIDADE PETIANA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
211,"Que os InterPETs busquem realizar formações que abordem a estrutura do Programa e a legislação que o rege, a fim de promover o conhecimento a respeito deste, a ampliação de sua discussão e o reforço à identidade PETiana.",GDT 1 - RESPONSABILIDADE PETIANA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
212,"Que os grupos PET busquem promover debates acerca da importância da horizontalidade e da comunicação interna efetiva (precisa, objetiva e respeitosa), a fim de desenvolver a formação pessoal e profissional das/os PETianas/os e de proporcionar um melhor ambiente de trabalho.",GDT 1 - RESPONSABILIDADE PETIANA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
213,"Que os grupos PET tenham o compromisso de apresentar a tríade universitária, bem como de sua relevância para a formação cidadã e profissional da/o estudante, no início da graduação, seja por meio de disciplinas introdutórias do curso ou elaboração de eventos, a partir do desfecho do XXIII SULPET.",GDT 2 - TRÍADE UNIVERSITÁRIA E INDISSOCIABILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
214,"Que os grupos PET fortaleçam a relação entre pesquisa, ensino e extensão, através da incorporação ou elaboração de pesquisas resultantes das próprias atividades de ensino e extensão para que estas sejam cada vez mais aperfeiçoadas e efetivas para com o público alvo. Realização dessa sugestão a partir do desfecho do XXIII SULPET.",GDT 2 - TRÍADE UNIVERSITÁRIA E INDISSOCIABILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
215,"Que os grupos PET, através de Centros Acadêmicos e Colegiados de Curso, disponibilizem vagas para voluntárias/os de diferentes cursos atuarem em seus Projetos de Extensão.",GDT 2 - TRÍADE UNIVERSITÁRIA E INDISSOCIABILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
216,Que os grupos PET criem um plano de ação para discutir sobre o seu entendimento de Tríade Universitária e façam uma autoavaliação da forma como vem sendo realizada essa tríade em seu respectivo grupo PET. Realização dessa sugestão a partir do desfecho do XXIII SULPET.,GDT 2 - TRÍADE UNIVERSITÁRIA E INDISSOCIABILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
217,"Que os grupos PET realizem atividades sobre mobilização estudantil, fomentando essa discussão dentro do(s) curso(s). Para essas atividades, centros acadêmicos, diretórios acadêmicos e/ou coletivos de mobilização estudantil poderiam ser convidados.",GDT 3 - MOBILIZAÇÃO E VISIBILIDADE PETIANA,Grupos PET,-,-,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
218,Que os grupos PET da região sul busquem se integrar às campanhas de mobilização do movimento estudantil propostas pela UNE - União Nacional dos Estudantes. Contribuindo assim para ampla integração das/os discentes que compõem o Programa de Educação Tutorial com a luta pela educação pública e de qualidade.,GDT 3 - MOBILIZAÇÃO E VISIBILIDADE PETIANA,Grupos PET,-,-,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
219,Que os grupos PET desenvolvam atividades que familiarizem alunas/os do Ensino Médio com o ambiente acadêmico. Um dos objetivos de tais ações é estimular a participação ativa das/os alunas/os na obtenção de conhecimentos por meio de amostras do mundo acadêmico.,GDT 3 - MOBILIZAÇÃO E VISIBILIDADE PETIANA,Grupos PET,-,-,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
220,"Que os grupos PET se unam na construção de uma publicação sobre o que é o PET, fazendo uma divulgação em massa com o compartilhamento das informações pelas/os PETianas/os em suas redes sociais.",GDT 4 - VISIBILIDADE DO PET,Grupos PET,Redes sociais,-,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
221,"Ao organizar eventos, os grupos PETs devem buscar entender as demandas da comunidade, conversando com as pessoas que pretendem atingir, propondo práticas relevantes ao seu contexto.",GDT 4 - VISIBILIDADE DO PET,Grupos PET,-,Eventos organizads pelos grupos,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
222,"Que os grupos PET em suas ações de extensão busquem entrar em contato com técnicas/os da prefeitura, moradoras/es, lideranças comunitárias, movimentos sociais e outras/os colaboradoras/es em potencial, para se entender as demandas das comunidades a se desenvolver os trabalhos. Isso como forma de gerar parcerias entre a Universidade e o PET com a comunidade externa, buscando desenvolver práticas relevantes ao contexto local.",GDT 4 - VISIBILIDADE DO PET,"",-,Ações de extensão,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
223,"Que em suas ações de ensino, pesquisa e extensão os grupos PET busquem ampliar a rede de contato entre grupos, por meio de parcerias, projetos e eventos em conjunto, de forma a ampliar e fortalecer a unidade dos grupos e a visibilidade do programa.",GDT 4 - VISIBILIDADE DO PET,"",-,"Ações de ensino, pesquisa e extensão",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
224,"Que os grupos PET aproveitem espaços como Semanas acadêmicas, ministrando cursos ou palestras, para divulgar seu trabalho e dar visibilidade ao Programa.",GDT 4 - VISIBILIDADE DO PET,Grupos PET,-,Semanas acadêmicas,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
225,"Que os grupos PET da região sul, após a realização do XXIII SULPET, divulguem seus trabalhos em suas redes sociais (instagram, linkedin, facebook, blogs) e as mantenham atualizadas com suas atividades e eventos.",GDT 4 - VISIBILIDADE DO PET,Grupos PET,Redes sociais,Após a realização do XXIII SULPET,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
226,"Que após aprovação em Assembleia Final do XXIII SULPET os grupos PET busquem realizar parcerias junto a entidades estudantis, departamentos e até empresas na realização e organização de atividades, entrando em contado com os mesmos, ampliando assim ainda mais a visibilidade do grupo.",GDT 4 - VISIBILIDADE DO PET,Grupos PET,-,Após a aprovação em Assembleia Final do XXIII SULPET,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
227,"Que os grupos PET e/ou InterPET realizem, pelo menos uma vez por ano, uma reunião ou apresentação do Manual de Orientações básicas e também da sua Minuta, para que estes conhecimentos sejam reforçados ou divulgados dentro do grupo.",GDT 5 - MANUAL DE ORIENTAÇÕES BÁSICAS,Grupos PET,-,Pelo menos uma vez por ano,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
228,"Que os InterPET promovam atividades de divulgação do Manual de Orientações Básicas e também da sua Minuta, para que os conhecimentos sobre eles sejam divulgados entre os grupos PET de uma mesma IES.",GDT 5 - MANUAL DE ORIENTAÇÕES BÁSICAS,InterPETs,-,-,Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
229,"Que seja inserido na Minuta do MOB 2014, Capítulo II-Estrutura e Atribuições, para as seções. 2.4.5 e 2.4.6, o seguinte item: Item x) Usufruir da garantia de período de licença (de saúde, maternidade e paternidade) e/ou flexibilização das atividades e demandas no Grupo PET, que atenda suas necessidades individuais de saúde em seus diferentes âmbitos (mental, emocional, física e sociocultural), sendo providas as condições para permanência no Programa neste período de licença e zelada a manutenção de relações respeitosas e colaborativas do grupo para com a pessoa em licença.",GDT 5 - MANUAL DE ORIENTAÇÕES BÁSICAS,-,Minuta do MOB 2014,"",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
230,"Que o item h) da Seção 2.4.5 do Capítulo II-Estrutura e Atribuições da Minuta do MOB 2014 seja redigido após aprovação no ENAPET 2020, de “coordenar o controle da frequência e a participação dos integrantes discentes” para “coordenar o controle da frequência e a participação das/os integrantes discentes, levando em consideração seus contextos de saúde e socioculturais individuais e específicos.”.",GDT 5 - MANUAL DE ORIENTAÇÕES BÁSICAS,-,Minuta do MOB 2014,"",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
231,"Que o item f) da seção 2.4.6 da Minuta do MOB seja redigido, após aprovação na Assembleia do ENAPET 2020, de ""f) publicar ou apresentar em evento de natureza científica um trabalho acadêmico por ano, individualmente ou em grupo;"" para ""f) ser uma/um das/os autoras/es (não necessariamente o primeiro) de um trabalho acadêmico apresentado ou publicado em evento de natureza científica pelo menos uma vez por ano.”.",GDT 5 - MANUAL DE ORIENTAÇÕES BÁSICAS,-,Minuta do MOB 2014,"",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
232,"Que o item i) da seção 2.4.6 da Minuta do MOB seja redigido, após aprovação na Assembleia do ENAPET 2020, de ""i) O integrante discente bolsista fará jus a um certificado de participação no PET emitido pela própria IES."" para ""i) A/O integrante discente bolsista fará jus a um certificado de participação no PET emitido pela própria IES, referente ao período pelo qual a/o discente esteve ligada/o ao SigPET.”.",GDT 5 - MANUAL DE ORIENTAÇÕES BÁSICAS,-,Minuta do MOB 2014,"",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
233,"Que na seção 2.4.5 da Minuta do MOB seja incluído, após aprovação na Assembleia do ENAPET 2020, um item p), redigido da seguinte forma: ""p) encaminhar ao CLAA toda vez que um processo de seleção de discentes for iniciado, para que o CLAA possa acompanhar o mesmo.”.",GDT 5 - MANUAL DE ORIENTAÇÕES BÁSICAS,-,Minuta do MOB 2014,"",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
234,"Que os grupos PET criem regimentos internos, até o próximo evento InterPET, a fim de estabelecer deveres e direitos tanto para as/os discentes quanto para as/os docentes, visando pautar a horizontalidade almejada pelo Programa.",GDT 6 - REGIMENTOS INTERNOS,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
235,"Que as avaliações das atividades sejam feitas periodicamente com a equipe executora em reunião, sendo avaliados os aspectos pertinentes à melhoria do trabalho do grupo e considerando o retorno obtido do público participante.",GDT 7 - AVALIAÇÃO DO PROGRAMA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
236,"Com o intuito de manter a horizontalidade e a transparência dentro dos grupos PET, recomenda-se constar em regimento interno dos grupos, tópicos sobre o funcionamento das avaliações internas periódicas entre PETianas/os discentes e docentes, bem como autoavaliações.",GDT 7 - AVALIAÇÃO DO PROGRAMA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
237,"Texto para o item 4.3 da Minuta do MOB: Os procedimentos, instrumentos e critérios de avaliação e autoavaliação, estando em conformidade com a filosofia do programa, devem ser definidos internamente pelos grupos PET respeitando a autonomia e particularidade dos diferentes grupos.",GDT 7 - AVALIAÇÃO DO PROGRAMA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
238,"Que a Diretoria da CENAPET, junto com a Comissão Nacional do Mobiliza PET, após a aprovação na assembleia final do XXV ENAPET, busquem o apoio e o compromisso nos Fóruns de Pró-Reitores de Pesquisa e de Pós-Graduação, Graduação, e da própria ANDIFES - Associação Nacional dos Dirigentes das Instituições Federais de Ensino Superior, para o cumprimento da Portaria MEC 976/2010 na instalação da Comissão de Avaliação do PET.",GDT 7 - AVALIAÇÃO DO PROGRAMA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
239,"Sempre que possível, estabelecer a isonomia numérica na representatividade entre PETianas/os discentes e docentes no Comitê Local de Acompanhamento e Avaliação.",GDT 8 - CLAA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
240,"Que os grupos PET promovam discussões coletivas sobre o funcionamento, regimento e resolução do CLAA para que conheçam melhor o funcionamento desses espaços (dentro dos grupos PET e em reuniões InterPET).",GDT 8 - CLAA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
241,"Sugerir que os grupos PET com problemas na prestação de contas insistam junto ao MEC (por meio das/os interlocutoras/es institucionais), semanalmente, para que as pendências sejam resolvidas, haja vista que existem apenas três funcionárias/os no MEC que se ocupam do programa no Brasil inteiro (mais de 800 grupos).",GDT 9 - FINANCIAMENTO DO PROGRAMA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
242,"Que as/os PETianas/os docentes dos grupos PET concorram a editais externos de pesquisa, ensino e extensão como forma de aumentar o financiamento para as ações dos grupos.",GDT 9 - FINANCIAMENTO DO PROGRAMA,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
243,"Que os grupos de uma mesma IES e/ou cidade desenvolvam atividades em conjunto visando trabalhar diferentes atividades e áreas do conhecimento com o público, sendo interessante iniciar esta integração com públicos já abrangidos por um ou mais grupos envolvidos.",GDT 10 - ENCONTROS DE GRUPOS PET E COLETIVOS INTERPETs,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
244,"Que a diretoria da CENAPET, após aprovação em Assembleia Geral do XXV ENAPET, realize uma implementação efetiva das ações afirmativas e atividades que contemplem o tema da diversidade como norma no MOB para que todos os grupos PET as realizem.",GDT 12 - DIVERSIDADE ÉTINO-RACIAL E COMUNIDADES TRADICIONAIS,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
245,"Para grupos que não possuem discussão sobre diversidade sexual e de gênero, a sugestão é somar a eventos que já existem, procurar atividades de outros PETs e auxiliar na divulgação. Por exemplo, palestras, mesa redonda aberta a toda comunidade, debates sobre filmes que abordam essas temáticas.",GDT 13 - DIVERSIDADE SEXUAL E DE GÊNERO,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
246,"Que, após encerramento do XXV ENAPET 2020, fique como responsabilidade do CLAA e comissão do Mobiliza PET a atribuição de receber e reportar com urgência ao seu respectivo órgão superior, as denúncias e depoimentos de discriminação de qualquer cunho e o não cumprimento de ações de diversidade.",GDT 13 - DIVERSIDADE SEXUAL E DE GÊNERO,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
247,"Com o intuito de promover um maior acolhimento para com a comunidade feminina, os grupos PET devem preparar uma ação (por exemplo, uma live ou uma apresentação) no mês de outubro, trazendo uma profissional (médicas, advogadas, psicólogas, etc) para dissertar sobre a importância da saúde da mulher, seus direitos, e a transsexualidade.",GDT 13 - DIVERSIDADE SEXUAL E DE GÊNERO,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
248,"Que os grupos PET, através de seus processos seletivos e de outras ações, promovam o incentivo ao ingresso e participação de mães e pais nos grupos como forma de estimular a diversidade e permanência destas pessoas na universidade.",GDT 13 - DIVERSIDADE SEXUAL E DE GÊNERO,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
249,"Que a partir do XXIII SULPET os grupos PET, dentro de suas realidades, busquem firmar parcerias com as demais entidades dos cursos com o objetivo de desenvolver projetos de pesquisa, ensino e extensão. Submetê-los à concursos, programas de incentivo universitário, editais de fomento, entre outros recursos que possibilitem a ampliação de acesso à bolsa para alunos de graduação.",GDT 14 - O PET COMO INSTRUMENTO DE PERMANÊNCIA ESTUDANTIL,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
250,"Que os grupos PET, a partir do XXIII SULPET, façam a construção e divulgação de plataformas, como bibliotecas digitais e materiais didáticos diversos relacionados aos seus cursos e temáticas dos grupos PET, de modo a promover a elaboração de conteúdos com linguagem mais acessível, promovendo um ensino didático.",GDT 14 - O PET COMO INSTRUMENTO DE PERMANÊNCIA ESTUDANTIL,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
251,"No início de cada período letivo, os grupos PET (com possibilidade de parcerias com entidades estudantis do curso ou instâncias administrativas da universidade - Ex: CA, DCE, Pró-reitorias, Diretorias, etc.) poderiam criar algum projeto, que estiver em seu alcance, para apresentar os auxílios ligados à permanência estudantil; podendo ser na recepção das/os calouras/os, alguma palestra para todas/os as/os discentes ou até cartilhas que contenham as informações necessárias.",GDT 14 - O PET COMO INSTRUMENTO DE PERMANÊNCIA ESTUDANTIL,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
252,"Que os grupos PET se responsabilizem por promover, pelo menos duas vezes no semestre, atividades que contemplem a temática de acessibilidade, como palestras, minicursos, grupos de estudo, capacitações e outros formatos similares, dentro e/ou fora da Universidade.",GDT 15 - ACESSIBILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
253,"Que os grupos PET promovam, na medida do possível, a acessibilidade na realização e divulgação das atividades desenvolvidas, inclusive nas mídias sociais, disponibilizando legendas, tradução para Libras e descrição das imagens.",GDT 15 - ACESSIBILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
254,"Que os grupos PET, após aprovação em Assembleia Final do XXIII SULPET, sinalizem em seus editais de processo seletivo que o grupo está disposto, caso necessário, a promover auxílio e atendimento especial à pessoa com deficiência, além de fazer o necessário para manter o ambiente físico acessível e inclusivo.",GDT 15 - ACESSIBILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
255,"Que os grupos PET, após aprovação em Assembleia Final do XXIII SULPET, se comprometam a garantir a acessibilidade espacial, atitudinal e comunicacional, preparando o grupo e o espaço físico para melhor acolher as/os PETianas/os com deficiência, antes da publicação do edital do processo seletivo.",GDT 15 - ACESSIBILIDADE,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
256,"Que aqueles grupos PET, que nesse período de pandemia possuem dificuldade de adaptação de suas atividades de extensão, foquem em desenvolver atividades de pesquisa para suprir a demanda de carga horária, uma vez que estas muitas vezes não possuem necessidade de contato direto com pessoas, garantindo que todas/os estão respeitando o isolamento social.",GDT 16 - ADAPTAÇÃO DAS ATIVIDADES PET,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
257,Que os grupos PET realizem encontros virtuais entre grupos de uma mesma área para discutir as estratégias e atividades realizadas e pensar na realização de atividades InterPETs.,GDT 16 - ADAPTAÇÃO DAS ATIVIDADES PET,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
258,Que os grupos PET realizem atividades de integração entre os membros de forma virtual durante o período de realização das atividades de forma remota.,GDT 16 - ADAPTAÇÃO DAS ATIVIDADES PET,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
259,"Que os grupos PET, após a retomada das atividades presenciais, implementem — sempre que encontrada a viabilidade — a transmissão multimídia de suas atividades (cursos, palestras, workshops) para a comunidade, por meio de plataformas de streaming, conferências, ou qualquer outra ferramenta, a fim de continuar ampliando o impacto das atividades do PET.",GDT 16 - ADAPTAÇÃO DAS ATIVIDADES PET,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
260,"Que neste período de pandemia, os grupos PET realizem atividades de ensino online, divulguem suas atividades e busquem maior visibilidade, criando canal no YouTube, Facebook ou Instagram e realizando parcerias com outros PETs.",GDT 16 - ADAPTAÇÃO DAS ATIVIDADES PET,"","","",Sugestão,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
261,"Que os CLAAs elaborem, até o final do ENAPET 2020, um instrumento para contabilização da carga-horária dos membros e para a mensuração das atividades desenvolvidas pelos grupos PET. Ele terá o objetivo de registrar, de forma padronizada, as suas respectivas materializações durante o período remoto",ENCONTRO DE CLAAs,CLAAs,ENAPET 2020,Até o Fim do ENAPET 2020,Encaminhamento,Aprovado,secretariaenepet2020@gmail.com,Juan de Sá - PET Serviço Social UFAL,ENEPET,"Equidade, liberdade e pluralidade: o PET em busca pela autonomia da Universidade",2020,Outubro
262,"Que os CLAAs da Região Nordeste façam reuniões semestrais, virtualmente, para desenvolverem estratégias de atuação e defesa dos grupos PET. Criando assim unicidade em suas deliberações perante outras instâncias, mas levando em consideração as especificidades de cada CLAA. Em cada reunião deve ficar decidido o grupo que será responsável pela organização da próxima reunião.",ENCONTRO DE CLAAs,CLAAs,Virtualmente,Em tempo contínuo,Encaminhamento,Aprovado,secretariaenepet2020@gmail.com,Nathane Lima Cintra - PET Engenharia Elétrica UFBA-,ENEPET,"Equidade, liberdade e pluralidade: o PET em busca pela autonomia da Universidade",2020,Outubro
263,"Que após o XIX ENEPET, os/as representantes de cada CLAA da região Nordeste integrem um grupo na plataforma WhatsApp ou Telegram. O grupo, criado no encontro dos CLAAs do XIX ENEPET e já previamente preparado ao final deste, terá como propósito a troca de experiências entre cada Comitê, buscando fortalecer suas ações e garantindo sua efetividade.",ENCONTRO DE CLAAs,Representantes dos CLAAs,plataforma WhatsApp ou Telegram.,criado XIX ENEPET,Encaminhamento,Aprovado,secretariaenepet2020@gmail.com,Wiliame Marinho Feitosa - PET Ecologia - UFRPE/Sede,ENEPET,"Equidade, liberdade e pluralidade: o PET em busca pela autonomia da Universidade",2020,dezembro
264,"Que, após a Assembleia Final do XIX ENEPET, os grupos PET façam, preferencialmente, os processos de seleção para novos/as integrantes de maneira assíncrona e com acessibilidade quando houver impossibilidade de realização síncrona do procedimento durante o período de isolamento social, levando em conta a desigualdade de acesso à internet dos/as participantes.","GDT 2: Entrada, permanência, lutas e conquistas dos grupos PET da Região Nordeste",Grupos PET,processos de seleção,após a Assembleia Final do XIX ENEPET,Encaminhamento,Aprovado,secretariaenepet2020@gmail.com,Mirella Murta - PET Arquitetura UFAL,ENEPET,"Equidade, liberdade e pluralidade: o PET em busca pela autonomia da Universidade",2020,Outubro
265,"Que após a Assembleia Final do XIX ENEPET, seja criada uma comissão de avaliação estadual com petianos/as e tutores/as e CLAA para entrar em contato com as IES, solicitando, com base na necessidade de haver novos grupos PET, a possibilidade de abrir novos editais de criação e incentivo para criação dos grupos PET, como também, aderência do financiamento por meio dos editais do CNPq e financiadores Estaduais.","GDT 2: Entrada, permanência, lutas e conquistas dos grupos PET da Região Nordeste","",Em cada Estado,após a Assembleia Final do XIX ENEPET,Encaminhamento,Aprovado,secretariaenepet2020@gmail.com,"Gabriel Oliveira Nojosa - PET Biblioteconomia UFMA, Marcos Cesar - PET Ciências Sociais UFPE, Maria da Conceição - PET Geografia UFPE",ENEPET,"Equidade, liberdade e pluralidade: o PET em busca pela autonomia da Universidade",2020,Outubro
266,"Que, a partir deste ENEPET 2020, todos os anais de publicação dos trabalhos acadêmicos apresentados nas edições do ENEPET venham a ser hospedados no site da CENAPET. Ao final de cada edição, a publicação dos anais do ENEPET deverá respeitar o limite de até 04 meses, sendo a respectiva Comissão Organizadora responsável pela solicitação do seu ISSN (Internacional Standard Serial Number)",GDT 3: Planejamento e organização de eventos dos Grupos PET,Comissão organizadora de eventos PET,Site da CENAPET,A partir do ENEPET 2020,Encaminhamento,Aprovado,secretariaenepet2020@gmail.com,Juan de Sá - PET Serviço Social UFAL,ENEPET,"Equidade, liberdade e pluralidade: o PET em busca pela autonomia da Universidade",2020,Outubro
267,"Que após o XIX ENEPET aconteça a criação de um espaço virtual de interação entre os grupos, por exemplo através de um grupo de aplicativo como o ""Telegram"", para que as experiências, documentos e sugestões acerca desse assunto “Eventos do PET”, possam ser compartilhadas com mais facilidade. Com a rotatividade de PETianos e a mudança das comissões, a manutenção desse grupo/espaço virtual deve ser transferida para a para a próxima comissão organizador",GDT 3: Planejamento e organização de eventos dos Grupos PET,"",Aplicativo Telegram,Após o XIX ENEPET,Encaminhamento,Aprovado,secretariaenepet2020@gmail.com,Laura Barreto - PET Biomedicina (EBMSP),ENEPET,"Equidade, liberdade e pluralidade: o PET em busca pela autonomia da Universidade",2020,Outubro
